Protein ID,Gene name,Control1,Control2,Control3,Disease1,Disease2,Disease3
Q69YU5, C12orf73 ,-1.639566051,-1.554941301,-0.532895421,-1.312272942,-1.050085224,-0.225805714
Q6AI08, HEATR6 ,-2.509397282,-2.864783186,-2.802174849,-2.783933253,-2.437600166,-2.663134868
Q6BDS2, UHRF1BP1 ,-1.788837532,-2.208032063,-2.204204433,-1.743331275,-2.150998734,-1.725625546
Q6DD88, ATL3 ,1.662005552,1.329818261,1.682830205,1.527626254,1.036490189,1.515738293
Q6DHV7, ADAL ,0.02816199,-0.204149443,-0.841343494,0.08644453,-0.199890588,-0.341397846
Q6DKJ4, NXN ,-2.20269201,-2.002756434,-1.605990407,-2.049909894,-2.352353247,-2.273699457
Q6DKK2, TTC19 ,-1.03213852,-1.184071926,-0.30392963,-0.709719593,-1.341678499,-1.016311614
Q6DN90, IQSEC1 ,0.112952658,-0.070542309,-0.23832246,-0.0434742,-0.398257832,0.043979165
Q6EMK4, VASN ,-1.792252856,-1.695919926,-1.823150035,-2.231008844,-2.031998291,-2.244298541
Q6FI81, CIAPIN1 ,1.879113036,1.708236247,1.608129395,1.682099197,1.733547407,1.584464424
Q6FIF0, ZFAND6 ,-2.409785131,-2.399948804,-2.672910068,-2.31832644,-2.530400219,-2.646590494
Q6GMV2, SMYD5 ,-2.675026755,-2.541772918,-2.933442177,-2.847692226,-2.953188964,-2.730949787
Q6GMV3, PTRHD1 ,0.120441306,0.402222501,0.868597563,0.411063134,0.868095156,0.152515957
Q6GQQ9, OTUD7B ,-2.318818609,-2.539039276,-2.460196235,-2.23892428,-2.692554956,-2.371483971
Q6H8Q1, ABLIM2 ,0.192947264,0.457383694,0.385803677,0.234313749,0.741291973,0.60048635
Q6I9Y2, THOC7 ,-1.513533056,-0.978631154,-0.989949976,-1.070645405,-1.226515972,-1.199589484
Q6IA86, ELP2 ,-4.367312315,-4.852828964,-4.413925774,-4.254051742,-4.355653739,-4.198468866
Q6IAA8, LAMTOR1 ,0.88501632,0.770129991,0.844571918,0.701150272,0.901554676,0.799402475
Q6IAN0, DHRS7B ,-0.056278522,-0.084610744,0.030987616,0.479999789,-0.491294518,-0.003252963
Q6IBS0, TWF2 ,1.970372699,1.963871972,2.087378798,2.182062641,1.952825335,2.027998462
Q6IC98, GRAMD4 ,-0.314277134,-0.412402635,-0.462380006,-0.279528853,-0.775897078,-0.235070908
Q6ICG6, KIAA0930 ,-3.814673008,-3.870062443,-3.668321795,-3.559241662,-3.695849301,-3.769976589
Q6ICL3, TANGO2 ,0.669752095,0.377788539,0.710938216,0.506227196,0.550417617,0.19419374
Q6IN85, SMEK1,-1.27876871,-1.664645221,-1.472078832,-1.290813575,-1.469700169,-1.392351531
Q6IPR1, LYRM5 ,-1.574393479,-0.182657312,-0.628213145,-0.048629284,0.068986537,-1.252964576
Q6IQ22, RAB12 ,1.164341097,1.100096544,1.042195489,1.06875146,1.033925685,1.212839839
Q6JBY9, RCSD1 ,1.437542466,1.152358221,1.013019293,1.434130954,1.524758893,1.325885264
Q6JQN1, ACAD10 ,-0.178298006,-0.397586044,0.039508336,-0.386479919,-0.165462472,-0.006361954
Q6KC79, NIPBL ,-1.807052736,-1.483194885,-1.927309286,-1.909774124,-2.054891923,-1.73883588
Q6L8Q7, PDE12 ,-0.02646363,-0.16025897,0.639259005,-0.070062887,0.054474614,-0.115282824
Q6N063, OGFOD2 ,1.217466513,0.784475768,0.783970619,1.076623861,0.735860235,0.657559494
Q6NUK1, SLC25A24 ,2.696417726,2.345212228,2.245612917,2.266707009,2.511103132,2.804804582
Q6NUM6, TYW1B,-1.992474302,-2.272463086,-2.080647188,-2.194666299,-1.588754073,-2.19311703
Q6NUM9, RETSAT ,-1.196537415,-1.344977763,-1.610291237,-1.105207516,-1.281489012,-0.977458006
Q6NUQ1, RINT1 ,-4.660737712,-4.30185189,-4.41734352,-4.011891555,-4.214596152,-4.208015646
Q6NUQ4, TMEM214 ,-6.672578876,-6.464756725,-7.648266724,-6.146913204,-6.127955207,-6.368892372
Q6NVY1, HIBCH ,3.58148954,3.250237783,3.449719575,3.356234165,3.158181875,3.831284642
Q6NW29, RWDD4 ,-2.973834984,-2.494943506,-2.67709836,-2.831137078,-2.455738715,-2.883323098
Q6NWY9, PRPF40B ,-4.00923098,-3.972644119,-4.845146867,-4.216913235,-4.327297245,-4.077796085
Q6NXE6, ARMC6 ,-3.449358701,-3.578899357,-3.474895253,-3.399672197,-3.4782761,-3.737683137
Q6NXT6, TAPT1 ,0.273230031,0.416784914,0.040954461,0.68905119,-0.116053247,0.36648167
Q6NY19, KANK3 ,2.039733368,2.052919115,2.213006873,2.165415611,2.202686967,2.391949964
Q6NYC8, PPP1R18 ,-0.511377528,-0.374168864,-0.437846176,-0.292537444,-0.550006428,-0.438986754
Q6NZI2, PTRF ,4.300401523,5.13314943,4.297064931,4.644526057,4.857290873,4.625546382
Q6P087, RPUSD3 ,-2.254050315,-2.783307535,-2.305361267,-2.139602161,-2.080148231,-2.10012519
Q6P161, MRPL54 ,-0.837331885,-0.859836491,-0.543804216,-1.041715995,-0.314045391,-0.82452653
Q6P1J9, CDC73 ,-0.504272758,-0.296285629,-1.008316855,-0.559581272,-0.470674749,-0.404459448
Q6P1L8, MRPL14 ,-0.879855271,-1.208032063,-0.905532833,-1.339229992,-0.739858441,-0.801880817
Q6P1M0, SLC27A4 ,0.500064547,0.405113757,0.736999976,0.61067216,0.517144948,0.517214372
Q6P1N0, CC2D1A ,-0.837295886,-0.599846236,-0.658165543,-0.257986098,-0.114708369,-0.574565936
Q6P1N9, TATDN1 ,2.432475406,2.108533976,2.149455821,1.403420232,1.892465508,2.156999057
Q6P1Q9, METTL2B ,-1.48934687,-1.772514816,-1.878433524,-2.00948391,-2.048458012,-1.889385489
Q6P1R4, DUS1L ,-2.512268089,-1.883329602,-2.418464186,-2.475494459,-2.386568286,-2.735435193
Q6P1S2, C3orf33 ,-0.981970019,-1.224382646,-0.942939875,-0.742759855,-1.647569965,-1.405512391
Q6P1X6, C8orf82 ,1.00079562,1.520184642,1.246416692,1.259327479,1.509577816,1.331235257
Q6P2E9, EDC4 ,0.555952044,0.352248942,0.653897127,0.685844699,0.551491009,0.485131204
Q6P2H3, CEP85 ,-3.792895004,-3.928930167,-3.574261362,-3.704953389,-3.939282439,-3.578720969
Q6P2Q9, PRPF8 ,1.272212704,1.130612496,1.158417381,1.240973634,1.194193553,1.334283512
Q6P3S6, FBXO42 ,-0.917415838,-1.009604683,-1.017704524,-0.86195536,-1.31754808,-1.236394763
Q6P3W7, SCYL2 ,0.364508565,0.06568792,0.07931742,0.284195291,-0.146099623,0.122376398
Q6P3X3, TTC27 ,-1.336009403,-1.21862358,-1.249520199,-1.155751619,-1.305837161,-1.545218686
Q6P4A7, SFXN4 ,1.55307118,0.969686818,1.396198669,1.318976146,1.33481927,1.293809306
Q6P4E1, CASC4 ,-1.228378653,-1.184990927,-0.906604592,-1.027988014,-0.939599899,-1.644257118
Q6P4F2, FDX1L ,-0.797916387,-1.139021091,-1.132635019,-0.893953822,-0.942698796,-0.518851245
Q6P582, MZT2A,-3.902665744,-3.739532262,-3.970916883,-3.474355639,-3.408547984,-3.953002421
Q6P587, FAHD1 ,1.119977879,1.254686939,1.461881973,1.078908542,1.400845773,1.434674443
Q6P5Q4, LMOD2 ,2.504012413,2.536625573,2.617789988,2.719836452,2.741799378,2.392994487
Q6P6B1, ERICH5 ,-3.311599103,-2.64011823,-3.023180593,-1.683163628,-2.376991982,-2.187984883
Q6P6B7, ANKRD16 ,-1.400819623,-1.314923963,-1.583990479,-1.356501478,-1.622888133,-1.891011863
Q6P996, PDXDC1 ,-0.823253204,-1.254179461,-0.995868889,-0.946691488,-1.010612444,-1.182497447
Q6P9B6, TLDC1 ,-4.626194361,-3.929862539,-4.365728892,-4.352965192,-4.50363331,-4.537158247
Q6PCB0, VWA1 ,-3.755897261,-3.316801109,-3.610966586,-3.235805156,-3.397298245,-3.769303393
Q6PCB7, SLC27A1 ,2.334855278,2.130313006,2.108752449,2.218097065,2.124839272,2.294200712
Q6PD62, CTR9 ,-1.33148963,-1.328527179,-1.53444089,-1.331798677,-1.220813803,-1.369994792
Q6PD74, AAGAB ,-3.946444144,-3.448273812,-4.155980245,-3.456162047,-3.392336038,-3.769826963
Q6PGP7, TTC37 ,1.104319558,1.052629394,1.190880613,1.279772749,1.026651662,1.085145633
Q6PH85, DCUN1D2 ,-1.239990993,-1.206871224,-0.483974788,-1.094050009,-1.223807048,-1.410023318
Q6PHR2, ULK3 ,0.211962853,-0.120156438,-1.301578048,0.338801421,-0.345354157,-0.449657955
Q6PI48, DARS2 ,1.318912847,0.952002038,1.26665216,1.178314914,1.297660565,1.253547546
Q6PI78, TMEM65 ,1.332657114,0.655549574,1.233599539,1.232807396,1.222028798,1.364416982
Q6PID6, TTC33 ,-0.190179078,-0.110450051,-0.094112471,-0.015510573,0.423578583,-0.193367846
Q6PIJ6, FBXO38 ,-2.693415182,-3.224229453,-3.06880931,-2.421843329,-2.658502483,-2.813053246
Q6PIU2, NCEH1 ,1.946996325,1.898429548,1.577156878,2.063839927,1.704129287,1.64393588
Q6PJE2, POMZP3,-5.116415739,-4.664187977,-4.892153056,-5.006874436,-4.735759069,-4.636853097
Q6PJG2, ELMSAN1 ,-4.790383881,-4.838219508,-4.700725645,-4.069838904,-4.009328989,-4.417182384
Q6PJI9, WDR59 ,-1.669376171,-1.569592664,-1.466694257,-1.433023419,-1.526150746,-1.516613442
Q6PJT7, ZC3H14 ,0.308701042,0.114047499,-0.018090571,0.603106295,0.384739139,0.296580411
Q6PKG0, LARP1 ,2.345280801,2.081704617,2.034937962,2.227240229,2.170690403,2.392002209
Q6PL24, TMED8 ,-3.146019303,-3.25019681,-3.440420563,-3.270430359,-3.547863154,-3.549466506
Q6PML9, SLC30A9 ,1.498995699,1.371044598,1.401822824,1.267646743,1.472045354,1.499051746
Q6QEF8, CORO6 ,-1.254963641,-1.127133182,-1.301578048,-1.012666295,-1.348301441,-1.302561687
Q6QNK2, GPR133 ,-3.481156576,-3.92879702,-3.21395378,-3.591957007,-3.435024264,-3.626723632
Q6QNY0, BLOC1S3 ,-5.508479829,-4.883724749,-5.583720735,-5.308314754,-5.591475227,-5.338794485
Q6R327, RICTOR ,-2.870247615,-2.561699874,-3.205769055,-2.485951838,-2.829515501,-2.947767081
Q6STE5, SMARCD3 ,-1.863486807,-1.836563697,-2.006446629,-1.383971707,-1.777598704,-1.938782109
Q6SZW1, SARM1 ,-1.213491094,-1.181293648,-0.768217621,-1.083520667,-1.249847949,-1.216950187
Q6UB28, METAP1D ,-5.617710959,-5.941685849,-5.660943254,-5.143484957,-5.748940528,-5.105189556
Q6UUV9, CRTC1 ,-3.67698393,-3.217606667,-3.931870138,-3.912470631,-3.644280427,-3.922079442
Q6UVK1, CSPG4 ,-0.132766496,-0.293872198,-0.252333267,-0.101677172,-0.188197283,-0.168807832
Q6UW68, TMEM205 ,-0.524127465,-1.093654426,-0.858109619,-0.254061921,-0.598746805,-0.021868998
Q6UW78, UQCC3 ,-2.65471127,-2.988202559,-2.831566535,-3.028754034,-2.797830943,-2.705005619
Q6UWE0, LRSAM1 ,0.366635327,0.227410513,0.378255032,0.167943938,0.085344644,0.240654908
Q6UWH4, FAM198B ,-6.147928917,-6.368345268,-5.765332002,-6.208699041,-5.956770176,-5.46549614
Q6UWP2, DHRS11 ,-0.644407842,-0.132801274,-0.27397673,-0.491221088,-0.394553864,-0.281110948
Q6UWP7, LCLAT1 ,-0.220633917,-0.131244517,-0.258386319,-0.261767471,-0.693745944,-0.102949621
Q6UWP8, SBSN ,-2.67207028,-2.438525836,-2.101489664,-2.344205553,-2.382419379,-2.121444444
Q6UWS5, PET117 ,-3.760176924,-2.844704809,-1.083326977,-2.656145823,-2.838012554,-2.20255261
Q6UWY5, OLFML1 ,1.0117286,1.725357367,1.625657507,1.020151213,0.753494355,0.503468815
Q6UX53, METTL7B ,0.155251293,-0.443049859,-1.449201751,-1.101081991,-0.108805756,-0.875131791
Q6UX71, PLXDC2 ,-4.33109419,-4.069312664,-4.301390087,-4.355321753,-4.267094874,-4.41180246
Q6UXB8, PI16 ,-5.245216151,-4.915131818,-4.32656812,-4.051182798,-4.534470424,-4.978840891
Q6UXG3, CD300LG ,-2.114198397,-2.421506683,-2.241402199,-2.766172468,-1.976223469,-2.237946187
Q6UXG8, BTNL9 ,-0.035789635,-1.036453009,-0.367587205,-0.188447567,0.209503144,-0.179978976
Q6UXH1, CRELD2 ,-3.473930069,-2.970878116,-2.620830007,-3.393066583,-3.098711186,-3.09283084
Q6UXH9, PAMR1 ,-2.866246092,-2.012423652,-2.14457227,-3.067368443,-2.84150849,-3.222788092
Q6UXI7, VIT ,-3.851716553,-4.021339579,-4.202325615,-4.13238037,-3.87090487,-3.957212934
Q6UXN9, WDR82 ,-2.783486876,-3.157087406,-2.870436861,-3.099636267,-3.111566246,-2.451389194
Q6UXV4, APOOL ,3.167954767,2.936098152,3.193842128,3.064605269,3.36608456,3.213638158
Q6UXZ3, CD300LD ,-0.934758018,-6.308657322,-0.410171528,-3.256252028,-1.922901451,-2.086085391
Q6UY14, ADAMTSL4 ,-1.257851632,-0.649618448,-1.261536659,-0.66194114,-0.604524124,-1.252180538
Q6V1X1, DPP8 ,-2.094617921,-1.379646364,-1.151484146,-1.406081979,-1.771934405,-1.617085318
Q6VMQ6, ATF7IP ,0.557184941,1.151522204,0.227489995,-0.58957892,-0.03097471,-1.137220939
Q6VN20, RANBP10 ,-3.186606764,-3.292078151,-3.187174123,-2.75780631,-3.628123391,-2.919525282
Q6VY07, PACS1 ,1.594090748,1.547545326,1.367404384,1.610252873,1.403820435,1.620672521
Q6WCQ1, MPRIP ,0.721255732,0.679628301,0.911553885,1.151919876,1.049384751,0.89916922
Q6WKZ4, RAB11FIP1 ,-6.2576647,-6.261114114,-5.607969521,-5.651215254,-5.786616716,-5.183344143
Q6XQN6, NAPRT ,0.506035505,0.445476048,0.518396292,0.494854864,0.657350987,0.079732817
Q6XZF7, DNMBP ,-1.134977185,-1.82606397,-1.502976962,-1.451229112,-1.586639504,-1.731805678
Q6Y1H2, HACD2 ,-3.600721248,-3.887666012,-3.859243541,-2.633459373,-2.71860513,-3.183817513
Q6Y288, B3GALTL ,-1.664194553,-2.100738222,-1.841206869,-1.373097628,-1.587385469,-1.721098162
Q6Y7W6, GIGYF2 ,1.755970228,2.060903031,1.580602959,2.011879002,1.803622624,1.7279571
Q6YHK3, CD109 ,-0.184489595,-0.372611719,-0.692075628,-0.418690945,-0.447351752,-0.164314314
Q6YN16, HSDL2 ,5.769145278,5.77797807,5.577396455,5.948512621,5.776851275,6.194048426
Q6YP21, CCBL2 ,0.249427746,0.146594626,-0.083569372,-0.329759076,-0.20699055,-0.520817091
Q6ZMG9, CERS6 ,-3.015343277,-2.763211155,-3.640143355,-3.096347614,-2.98343851,-2.9027967
Q6ZMI0, PPP1R21 ,1.426491283,1.608734016,1.17130763,1.43387824,1.536932398,1.375873738
Q6ZMJ2, SCARA5 ,-1.230362714,-1.716745705,-1.221776072,-1.304557129,-1.460787562,-1.469530466
Q6ZMP0, THSD4 ,1.660476733,1.519117475,1.722884868,1.851433003,1.661202962,1.506309509
Q6ZMU5, TRIM72 ,-3.325347199,-1.803115669,-3.752715734,-1.346699783,-4.124356434,-3.390222389
Q6ZMZ3, SYNE3 ,-0.942829979,-0.985625215,-0.790335845,-0.627381521,-0.758500149,-0.957138399
Q6ZNB6, NFXL1 ,-3.629207785,-3.29829991,-3.525280611,-3.936903353,-3.114860726,-3.664820655
Q6ZNL6, FGD5 ,-0.939155306,-1.25955915,-0.885530546,-0.763474946,-0.956526012,-0.957244879
Q6ZNW5, GDPGP1 ,-4.13519844,-4.456143882,-4.487626939,-4.365666211,-4.159201071,-4.595494957
Q6ZP82, CCDC141 ,4.05753307,3.827446523,3.77909628,3.729810265,3.746031109,3.781164179
Q6ZQQ6, WDR87 ,-0.724171538,-0.437711536,-0.672435999,-0.335671108,-0.233213327,-0.341293621
Q6ZRH7, CATSPERG ,-3.922967136,-3.801492021,-3.837659144,-4.083303628,-4.181780318,-3.311613207
Q6ZRY4, RBPMS2 ,-0.501218165,-1.003084934,-0.844557919,-0.496389243,-0.717162122,-0.646616251
Q6ZS17, FAM65A ,-3.530940794,-3.594655193,-3.660682842,-3.544825604,-3.467249429,-3.175469164
Q6ZSR9,  ,-0.443691677,-0.932642415,-0.685192762,-0.603452645,-0.300730632,-0.592812536
Q6ZSS7, MFSD6 ,-3.145520008,-3.20052837,-3.539840933,-3.190920152,-3.342874686,-3.567461458
Q6ZSY5, PPP1R3F ,-0.300638593,-0.506602273,-0.457031441,-0.743474166,-0.238574156,-0.15448367
Q6ZT12, UBR3 ,1.631182099,1.346716849,1.108328064,1.410405025,1.255330321,1.255616256
Q6ZUT3, FRMD7 ,-4.600501278,-1.850762099,-3.415389531,-3.767218025,-2.328315283,-4.704022522
Q6ZUT6, C15orf52 ,-0.10623886,-0.392269598,-0.450920641,0.333121246,0.326559763,0.049792478
Q6ZUX3, FAM179A ,-2.230504537,-2.726729794,-2.269419757,-3.146180053,-3.198778728,-2.674819356
Q6ZV29, PNPLA7 ,-2.603485946,-2.83484741,-2.874373733,-2.460665488,-2.670651069,-2.336022736
Q6ZVF9, GPRIN3 ,1.055038293,0.922728878,0.58729289,1.015767784,0.818623316,0.982023417
Q6ZVM7, TOM1L2 ,3.100965461,3.352741084,2.856866353,2.768372445,3.09512158,3.106984416
Q6ZVX9, PAQR9 ,-0.807475814,-0.152950468,-1.149706542,-0.461123657,-0.601318623,-0.925648294
Q6ZXV5, TMTC3 ,-3.392120995,-3.45520871,-3.621486844,-3.475019842,-4.044884591,-3.682667791
Q702N8, XIRP1 ,4.857453234,4.842874516,4.443512094,4.984478642,4.555811799,4.369626233
Q709C8, VPS13C ,3.158034815,2.898502827,2.817978202,3.012037717,2.65273869,2.904599237
Q709F0, ACAD11 ,0.422543154,-0.086349979,0.027437998,0.152860637,-0.407888968,-0.013347181
Q70CQ2, USP34 ,-2.041066014,-1.763990358,-1.386353027,-0.392797608,-0.097249556,-1.602939084
Q70CQ3, USP30 ,-2.366543227,-2.717500206,-2.297917217,-2.192460358,-2.358409928,-2.051231266
Q70IA6, MOB2 ,-4.784374962,-4.508335927,-4.546374507,-4.405991502,-4.704671178,-4.923451833
Q70UQ0, IKBIP ,-0.896899212,-0.216412709,-0.583647593,-0.437235502,-0.673341238,-0.566421537
Q70Z53, FRA10AC1 ,-4.213846228,-4.708300721,-4.133053082,-3.648847272,-4.072190632,-4.314474806
Q711Q0, C10orf71 ,0.558553592,0.56486159,0.217588451,1.156081453,0.923888407,0.557235118
Q712K3, UBE2R2 ,-1.351863916,-1.349509691,-1.541416061,-1.606958273,-1.651334931,-1.723178995
Q71F56, MED13L ,-3.152973873,-3.848304651,-1.998654617,-2.982789272,-0.838604489,-2.12694362
Q71RC2, LARP4 ,-3.810341905,-3.994459288,-3.392826464,-3.414976327,-3.868726851,-3.898823629
Q71RC9, SMIM5 ,-6.545621981,-3.952099453,-6.204995322,-6.194127192,-6.00647947,-7.601580325
Q71UI9, H2AFV,-2.844665485,-3.025889494,-2.746126377,-2.615668242,-1.77731496,-2.19311703
Q71UM5, RPS27L ,-2.563037853,-4.671159343,-2.424408062,-2.28931079,-2.201916946,-2.271579405
Q765P7, MTSS1L ,-1.767072845,-2.083452418,-1.898621279,-2.080647545,-2.283421813,-1.895187834
Q7KZ85, SUPT6H ,-3.674152036,-4.996690458,-3.702710095,-4.045463554,-3.809794471,-3.421759392
Q7KZF4, SND1 ,4.223648236,4.165632492,4.111402027,4.049040295,3.88629387,4.147251498
Q7KZI7, MARK2 ,0.737297995,0.672583911,0.498535184,0.46863388,0.220093808,0.397789577
Q7KZN9, COX15 ,-1.547053132,-2.247703493,-1.705194503,-1.580807542,-1.749218745,-1.676238392
Q7L014, DDX46 ,0.9725305,1.050098442,0.903158121,1.218115409,1.214487231,1.128434824
Q7L0Y3, TRMT10C ,1.31381598,1.308887059,0.923222449,0.880607258,1.392956764,1.455721356
Q7L1Q6, BZW1 ,-0.277595946,-0.044612676,0.389388594,0.134238977,-0.108359571,-0.316221807
Q7L1T6, CYB5R4 ,-0.516440933,-0.561635357,-0.894787909,-0.810003281,-0.929160442,-0.706168325
Q7L273, KCTD9 ,0.476249146,0.512736141,0.295737651,0.445065699,0.35414697,0.373441486
Q7L2E3, DHX30 ,-3.650302764,-4.134897166,-3.738243405,-4.490861209,-4.010395677,-3.937248031
Q7L2H7, EIF3M ,-2.070721805,-1.41957603,-1.188546555,-1.629492653,-1.714579204,-2.006802707
Q7L311, ARMCX2 ,1.047844731,0.986330283,1.01539786,1.183585314,1.292229729,1.027393206
Q7L3B6, CDC37L1 ,-0.646519418,-0.472935866,-0.327419468,-0.326812121,-0.201031848,-0.472647342
Q7L3T8, PARS2 ,0.086839902,0.074120799,-0.016277049,0.062164964,0.309463463,-0.034592369
Q7L4E1, FAM73B ,-1.096081581,-1.701809065,-1.17910497,-1.627909014,-1.809141724,-1.25309529
Q7L523, RRAGA,-0.959933462,-1.251367037,-0.821397146,-1.074594799,-1.288750408,-1.212685716
Q7L576, CYFIP1 ,1.037870117,0.85504635,1.030875656,0.62291733,0.427060936,0.940762526
Q7L592, NDUFAF7 ,-0.03488115,-0.544671144,-0.13556401,0.085761064,-0.017130656,0.17143714
Q7L5D6, GET4 ,-0.970435849,-0.648487446,-0.584276281,-0.469135704,-1.450911105,-1.212749272
Q7L5N1, COPS6 ,0.601014632,1.519613044,0.970863448,0.949316774,0.617823352,0.54608517
Q7L5Y1, ENOSF1 ,-4.144147837,-4.272705975,-4.639477971,-4.55843698,-4.490922258,-4.602406085
Q7L775, EPM2AIP1 ,-0.033849474,-0.290259605,-0.404356546,-0.060195901,-0.343305136,-0.371838764
Q7L7X3, TAOK1 ,-0.544317997,-0.668617559,-0.798668647,-0.366700346,-0.501218011,-0.326844773
Q7L8J4, SH3BP5L ,-2.835461151,-2.472632556,-2.936503832,-2.51139728,-2.390143311,-2.713038443
Q7L8L6, FASTKD5 ,-0.062387687,-0.311393934,0.084648733,-0.316571498,-0.17388774,-0.044513068
Q7LBC6, KDM3B ,-1.294299678,-1.212456852,-1.340057276,-1.394703932,-1.18189298,-0.84654686
Q7LBR1, CHMP1B ,-0.246286399,0.530850936,0.260585803,-0.210894408,-0.164812839,-0.366702785
Q7LDG7, RASGRP2 ,-3.973914129,-3.547511316,-3.63753111,-3.273109536,-2.891423897,-3.557612345
Q7LG56, RRM2B ,-0.039098048,0.080542455,-0.19368303,-0.581445988,0.262558423,-0.183680469
Q7RTP6, MICAL3 ,1.939294388,1.926930878,1.559801905,1.716139311,1.628382948,1.667693436
Q7RTV0, PHF5A ,-0.845563088,-0.705724791,-1.051999293,-1.079456607,-1.156394126,-0.525269796
Q7Z2K6, ERMP1 ,-0.53725421,-0.70709781,-0.693431486,-0.671833325,-0.236281182,-0.5192442
Q7Z2T5, TRMT1L ,-2.36032247,-2.460371704,-2.301145774,-2.260785406,-2.724774586,-2.58538743
Q7Z2W4, ZC3HAV1 ,0.381172556,0.355071133,0.399570011,0.480183366,0.440602003,0.342265488
Q7Z2W9, MRPL21 ,-1.298406892,-0.792912517,-0.725729651,-1.101081991,-1.134878047,-1.116501154
Q7Z2Z2, EFTUD1 ,-0.839529495,-0.842410474,-0.887081073,-0.973591801,-0.860002441,-1.001357842
Q7Z309, FAM122B ,-3.676520148,-3.443867178,-3.365650286,-3.522339793,-3.046593258,-3.708568251
Q7Z392, TRAPPC11 ,-2.892127516,-3.515416408,-2.78163134,-2.334831199,-2.627995475,-2.689656614
Q7Z3B1, NEGR1 ,0.295825586,0.577805263,0.427253612,-0.38118991,-0.020190989,0.358461818
Q7Z3B4, NUP54 ,0.948824075,0.67066297,0.82703348,0.52200529,0.789063182,0.961188399
Q7Z3C6, ATG9A ,-1.867083728,-2.304116802,-1.892945839,-1.674555392,-1.555895607,-1.966806792
Q7Z3D4, LYSMD3 ,-2.824430114,-3.007494065,-3.178966837,-2.169470566,-2.333645725,-2.716404706
Q7Z3D6, C14orf159 ,3.370844412,3.75959903,4.292402424,3.63794195,3.367328245,3.638749644
Q7Z3E2, CCDC186 ,-0.811076993,-0.832160065,-0.334469535,-1.213267262,-1.437398408,-0.888369936
Q7Z3F1, GPR155 ,-4.791834219,-4.287738829,-4.682987368,-4.327122607,-4.761906651,-4.921289869
Q7Z3J2, C16orf62 ,0.294117672,-0.035511887,-0.001087011,0.463969509,0.047323744,0.321963912
Q7Z3K3, POGZ ,-2.6340524,-2.567129621,-2.292732879,-2.212990228,-2.27108441,-2.093088212
Q7Z3T8, ZFYVE16 ,0.232412746,0.460087157,-0.053383439,0.251228907,-0.12830436,0.122729037
Q7Z3U7, MON2 ,-0.340849555,-0.69007236,-0.620923822,-0.242302545,-0.634084022,-0.459126415
Q7Z406, MYH14 ,4.115405149,3.941798259,3.886739363,4.202442633,4.198432986,4.042032847
Q7Z417, NUFIP2 ,0.681482926,0.689351698,0.553320784,0.485984564,0.578817768,0.754287825
Q7Z422, SZRD1 ,-2.554135597,-2.073115105,-2.359375642,-2.028353563,-1.455216645,-2.481900705
Q7Z434, MAVS ,1.41588346,1.168929026,1.321794705,1.341868871,1.294222285,1.352009386
Q7Z460, CLASP1 ,2.403294021,2.269653333,2.241184134,2.509378661,2.387161881,2.365694457
Q7Z478, DHX29 ,-0.410133133,-0.099988453,-0.503841757,-0.240738484,-0.164766448,-0.223050522
Q7Z4G1, COMMD6 ,-0.602109051,-0.522745314,-0.471127152,-0.349959621,-0.362171071,-0.514614136
Q7Z4G4, TRMT11 ,-6.904480914,-4.739963815,-7.072538117,-7.484866848,-8.078007931,-7.47578317
Q7Z4H3, HDDC2 ,0.457619925,0.621433753,0.274522546,0.838150196,1.10041964,0.525220183
Q7Z4H4, ADM2 ,-5.692425054,-5.146094724,-5.841163151,-5.282156492,-5.00055878,-5.894486241
Q7Z4H8, KDELC2 ,0.806783474,0.608590686,0.074328518,1.244850419,0.967586994,0.699212774
